Ensembl ID	Gene name	logFC	H3K79me2 GB Coverage
ENSMUSG00000009905	Kdsr	-0.061464100832705	0.082393
ENSMUSG00000034245	Hdac11	-0.0613357519147735	0.12325275
ENSMUSG00000028902	Sf3a3	-0.0612855791957228	0.11003685
ENSMUSG00000058267	Mrps14	-0.0612509399334235	0.5050315
ENSMUSG00000025917	Cops5	-0.0612499876731891	0.1402197
ENSMUSG00000049670	Morn4	-0.0610846894444395	0.139592
ENSMUSG00000049300	Prmt6	-0.0610685636466679	0.583231
ENSMUSG00000024736	Tmem132a	-0.0610570058395876	0.2340125
ENSMUSG00000068823	Csde1	-0.0610080156573723	0.5252245
ENSMUSG00000058351	Smim4	-0.0608362346463843	0.4853885
ENSMUSG00000062949	Atp11c	-0.0607798355345991	0.07932
ENSMUSG00000015671	Psma2	-0.0607024046710813	0.0880205
ENSMUSG00000024811	Tnks2	-0.0606865152379652	0.476893
ENSMUSG00000020022	Ndufa12	-0.0606760067482432	0.464619
ENSMUSG00000028988	Ctnnbip1	-0.0606400892538136	0.321211
ENSMUSG00000002948	Map2k7	-0.0605606055405217	0.468934
ENSMUSG00000032725	Folr2	-0.0604930633030285	0.0
ENSMUSG00000055670	Zzef1	-0.0603483362136331	0.074816
ENSMUSG00000022707	Gbe1	-0.0603079349896644	0.13293105
ENSMUSG00000028291	Akirin2	-0.0603054207087135	0.6505445
ENSMUSG00000032437	Stt3b	-0.0602678875650759	0.5706795
ENSMUSG00000021646	Mccc2	-0.0602160071513516	0.07448215
ENSMUSG00000059852	Kcng2	-0.0601052229396609	0.720811
ENSMUSG00000022969	Il10rb	-0.0600098525031363	0.3595905
ENSMUSG00000027189	Trim44	-0.0599952488160974	0.5674355
ENSMUSG00000035413	Tmem98	-0.0599813506360712	0.257821
ENSMUSG00000033323	Ctdp1	-0.0599754215274386	0.4461185
ENSMUSG00000019464	Ptger1	-0.059961578942841	0.0
ENSMUSG00000026083	Eif5b	-0.0599375508470818	0.2985665
ENSMUSG00000040174	Alkbh3	-0.0598981800000252	0.171657
ENSMUSG00000025409	Mbd6	-0.0598591408538365	0.5459435
ENSMUSG00000021731	Mrps30	-0.0598433161727335	0.441162999999999
ENSMUSG00000032410	Xrn1	-0.0597927137981727	0.0265954
ENSMUSG00000039686	Zer1	-0.0596612468630693	0.170604
ENSMUSG00000038010	Ccdc138	-0.059627750006353	0.0012836
ENSMUSG00000032042	Srpr	-0.0595278677047764	0.19173
ENSMUSG00000028228	Cpne3	-0.0594930537273315	0.09601805
ENSMUSG00000034269	Setd5	-0.059321928815824	0.5111015
ENSMUSG00000043065	Spice1	-0.0593165644633113	0.0475264
ENSMUSG00000038005	Hpf1	-0.0592836568874948	0.561822
ENSMUSG00000039754	Alkbh4	-0.0592689954521837	0.4335465
ENSMUSG00000035530	Eif1	-0.0592123585645696	0.610307
ENSMUSG00000038880	Mrps34	-0.0591790151573133	0.7119815
ENSMUSG00000020359	Phykpl	-0.0591344530155519	0.632873999999999
ENSMUSG00000048429	Timm29	-0.0591197870713156	0.588950499999999
ENSMUSG00000022339	Ebag9	-0.0589462184266812	0.130366
ENSMUSG00000050697	Prkaa1	-0.0589461085578655	0.382844
ENSMUSG00000071659	Hnrnpul2	-0.0589059921585788	0.568523
ENSMUSG00000070427	Il18bp	-0.0588381395320529	0.0697585
ENSMUSG00000015092	Edf1	-0.0587868520257839	0.575661
ENSMUSG00000022205	Sub1	-0.058782379808191	0.598402
ENSMUSG00000046432	Bex3	-0.0584168050538611	0.60197
ENSMUSG00000029627	Zkscan14	-0.0584105267048008	0.279359
ENSMUSG00000005142	Man2b1	-0.0583430650732836	0.0023313
ENSMUSG00000039952	Dag1	-0.0583412007411536	0.697606
ENSMUSG00000040738	Ints8	-0.0582884915492996	0.250467
ENSMUSG00000023927	Satb1	-0.0581394975583294	0.1424556
ENSMUSG00000018347	Zkscan6	-0.0581119622896154	0.279606
ENSMUSG00000017176	Nt5c3b	-0.0580730290141176	0.238891
ENSMUSG00000004568	Arhgef18	-0.0578998544201303	0.157486
ENSMUSG00000029634	Rnf6	-0.0578874656256146	0.4334765
ENSMUSG00000035376	Hacd2	-0.0578765836100938	0.330663
ENSMUSG00000029782	Tmem209	-0.0578707455171869	0.2921805
ENSMUSG00000021470	Ercc6l2	-0.0578301614434477	0.0978098499999999
ENSMUSG00000022346	Myc	-0.0577662108596758	0.6077445
ENSMUSG00000044502	Bod1	-0.0577137507680376	0.5448175
ENSMUSG00000003273	Car11	-0.0575565289167894	0.0928721
ENSMUSG00000041645	Ddx24	-0.0575528818123474	0.3490675
ENSMUSG00000028797	Tmem234	-0.0575058344711866	0.282297
ENSMUSG00000059659	Gm10069	-0.0574912642888777	0.00153425
ENSMUSG00000046010	Zfp830	-0.0574382609346661	0.751414
ENSMUSG00000027394	Ttl	-0.0573568516806307	0.158081
ENSMUSG00000045538	Ddx28	-0.0573209058978667	0.6140585
ENSMUSG00000024750	Zfand5	-0.0572903325155504	0.689967999999999
ENSMUSG00000037552	Plekhg2	-0.0572839938287115	0.3690365
ENSMUSG00000020476	Dbnl	-0.0572583364776491	0.5298595
ENSMUSG00000003345	Csnk1g2	-0.0572360784088955	0.590163
ENSMUSG00000025060	Slk	-0.0572147442859275	0.4705805
ENSMUSG00000030126	Tmcc1	-0.0571155281402726	0.545984
ENSMUSG00000042625	Safb2	-0.057045410379551	0.390479
ENSMUSG00000030255	Sspn	-0.0570290567545836	0.6354255
ENSMUSG00000037022	Mmaa	-0.0565967295751482	0.3956285
ENSMUSG00000097195	Snhg5	-0.0565680451143613	0.0984095
ENSMUSG00000024286	Ccny	-0.0564730347375709	0.4985165
ENSMUSG00000042997	Nhlrc3	-0.0564162478607331	0.330102
ENSMUSG00000023923	Tbc1d5	-0.0563667625292025	0.09412305
ENSMUSG00000062209	Erbb4	-0.0562935585323728	0.2770545
ENSMUSG00000036062	Phf24	-0.0562188135798211	0.0698927999999999
ENSMUSG00000046380	Jrk	-0.0561800018247778	0.2485145
ENSMUSG00000020238	Ncln	-0.0561054793571443	0.3980185
ENSMUSG00000034480	Diaph2	-0.0560081839540868	0.03330155
ENSMUSG00000041870	Ankrd13a	-0.0559904621817609	0.3799645
ENSMUSG00000034341	Wbp2	-0.0559561192052887	0.453342
ENSMUSG00000027610	Gss	-0.055855496078553	0.05324
ENSMUSG00000042447	Mios	-0.0558330885962211	0.342291499999999
ENSMUSG00000026176	Ctdsp1	-0.0558240245932795	0.5281285
ENSMUSG00000031458	Coprs	-0.055781806422363	0.428297999999999
ENSMUSG00000032127	Vps11	-0.055753071934715	0.2652275
ENSMUSG00000037062	Sh3glb1	-0.0556369893024109	0.3664685
ENSMUSG00000053012	Krcc1	-0.0556171710845105	0.5743235
ENSMUSG00000046138	9930021J03Rik	-0.0555826968513917	0.4477335
ENSMUSG00000020457	Drg1	-0.055482931893255	0.307573
ENSMUSG00000033658	Ddx19b	-0.0553806028281511	0.0282348
ENSMUSG00000031059	Ndufb11	-0.0553664866679393	0.6427635
ENSMUSG00000031666	Rbl2	-0.0553406387450214	0.0210177
ENSMUSG00000006024	Napa	-0.0549948680656894	0.3934315
ENSMUSG00000074283	Zfp109	-0.0548510138992015	0.129142099999999
ENSMUSG00000071866	Ppia	-0.0547439398860646	0.697486
ENSMUSG00000015312	Gadd45b	-0.0546247928436735	0.7012195
ENSMUSG00000034088	Hdlbp	-0.0545129795310941	0.469790999999999
ENSMUSG00000030207	Fam234b	-0.0544881461895419	0.01494285
ENSMUSG00000074039	4930520O04Rik	-0.0544819882745157	0.174190699999999
ENSMUSG00000000134	Tfe3	-0.0544621353197168	0.2160485
ENSMUSG00000027164	Traf6	-0.0544591343762027	0.2347575
ENSMUSG00000049422	Chchd10	-0.0544290497921459	0.4782375
ENSMUSG00000043557	Mdga1	-0.0543690108836392	0.04642995
ENSMUSG00000046056	Sbsn	-0.0542095882794388	0.0
ENSMUSG00000041598	Cdc42ep4	-0.054004622118712	0.510985999999999
ENSMUSG00000027852	Nras	-0.0539911219549954	0.3433545
ENSMUSG00000071645	Tut1	-0.0539552928819875	0.475048999999999
ENSMUSG00000053390	Zfp952	-0.0539454133357294	0.4426555
ENSMUSG00000026393	Nek7	-0.0539212776633702	0.4669075
ENSMUSG00000002250	Ppard	-0.0538413382404417	0.3004655
ENSMUSG00000025437	Usp33	-0.0537820030805845	0.348504
ENSMUSG00000025171	Ubtd1	-0.0537480473296413	0.43665
ENSMUSG00000023075	Akirin1	-0.053740125571545	0.5215365
ENSMUSG00000066735	Vkorc1l1	-0.0536583309500629	0.568444
ENSMUSG00000028447	Dctn3	-0.0535483515590668	0.187746
ENSMUSG00000032737	Inppl1	-0.0534739908258589	0.3724515
ENSMUSG00000032336	Nptn	-0.053472832479554	0.5434185
ENSMUSG00000044496	2510039O18Rik	-0.0533671567880211	0.6566975
ENSMUSG00000015377	Dennd6b	-0.0533376201596088	0.1095635
ENSMUSG00000010054	Tusc2	-0.0533232651424424	0.5846745
ENSMUSG00000034940	Synrg	-0.0531201141528067	0.1145463
ENSMUSG00000024160	Spsb3	-0.0530578606451211	0.425953
ENSMUSG00000032458	Copb2	-0.0529795219601703	0.212797
ENSMUSG00000042155	Klhl23	-0.0526896254532959	0.4469335
ENSMUSG00000019761	Krt10	-0.0526019518602529	0.07188025
ENSMUSG00000020180	Snrpd3	-0.0525699663617888	0.518733
ENSMUSG00000058546	Rpl23a	-0.052541543631826	0.5746325
ENSMUSG00000061665	Cd2ap	-0.0525132897077786	0.4318645
ENSMUSG00000034390	Cmip	-0.0525006504335593	0.266244
ENSMUSG00000051319	Mtln	-0.0524595062705929	0.648501
ENSMUSG00000020640	Itsn2	-0.0523953036504752	0.11920895
ENSMUSG00000034126	Pomt2	-0.0523486215084749	0.0693662
ENSMUSG00000038323	1700066M21Rik	-0.0522824531408259	0.3679525
ENSMUSG00000030304	Ergic2	-0.0520876461071121	0.1731585
ENSMUSG00000020694	Tlk2	-0.0520485030732023	0.4533205
ENSMUSG00000056050	Mia3	-0.052004803237355	0.16098915
ENSMUSG00000001376	Vps50	-0.0517680239990821	0.0807894
ENSMUSG00000045576	St7l	-0.0516869792493431	0.2602105
ENSMUSG00000041354	Rgl2	-0.0515667426750073	0.243401
ENSMUSG00000003208	Yju2	-0.0514779340706097	0.1164688
ENSMUSG00000039108	Lsm14b	-0.0514689606487272	0.5309665
ENSMUSG00000026627	Pacc1	-0.0513440817781286	0.354897
ENSMUSG00000078580	E430018J23Rik	-0.0513325168068386	0.454385
ENSMUSG00000090266	Mettl23	-0.0512481153832566	0.674859
ENSMUSG00000041815	Poldip3	-0.0512446652470209	0.539173
ENSMUSG00000014402	Tsg101	-0.0511460227387732	0.437235999999999
ENSMUSG00000073664	Nbeal1	-0.0510864636084509	0.0863820499999999
ENSMUSG00000000346	Dazap2	-0.051017056690723	0.2870865
ENSMUSG00000006333	Rps9	-0.050907772619992	0.695525
ENSMUSG00000033417	Cacul1	-0.0507789707824751	0.410953
ENSMUSG00000011958	Bnip2	-0.0507648435723306	0.3892955
ENSMUSG00000017291	Taok1	-0.0507163486294237	0.4053575
ENSMUSG00000021248	Tmed10	-0.0506110357204503	0.649413
ENSMUSG00000002032	Tmem25	-0.0505662421325515	0.06129265
ENSMUSG00000039206	Daglb	-0.0505485607678068	0.08674055
ENSMUSG00000027433	Xrn2	-0.0505395235129332	0.2554035
ENSMUSG00000061559	Wdr61	-0.0504726646980125	0.238211
ENSMUSG00000043411	Usp48	-0.0504587843012294	0.2381955
ENSMUSG00000046658	Zfp316	-0.0503651923023939	0.1763261
ENSMUSG00000016984	Etaa1	-0.0503185818367592	0.597982999999999
ENSMUSG00000051989	Smim11	-0.050294107657796	0.416298
ENSMUSG00000031728	Zfp821	-0.050278800271671	0.345592
ENSMUSG00000062012	Zfp13	-0.050231308452597	0.04003135
ENSMUSG00000039483	Asb6	-0.0501199815558235	0.3895955
ENSMUSG00000027163	Commd9	-0.0500982874213905	0.4458115
ENSMUSG00000032583	Mon1a	-0.0499960900802977	0.23624
ENSMUSG00000025616	Usp16	-0.0498909314150163	0.3133955
ENSMUSG00000028102	Pex11b	-0.0498152744687683	0.15008495
ENSMUSG00000029407	Uso1	-0.0497680834827059	0.2529715
ENSMUSG00000017679	Ttpal	-0.0495397743841116	0.2709585
ENSMUSG00000025903	Lypla1	-0.0494549274032717	0.3668855
ENSMUSG00000028646	Rragc	-0.0493979847584413	0.311733
ENSMUSG00000028234	Rps20	-0.0493718997039266	0.655817
ENSMUSG00000058291	Zfp68	-0.0492112695259972	0.28144
ENSMUSG00000026819	Slc25a25	-0.0491939491326434	0.499919
ENSMUSG00000032621	Srek1	-0.0491645130765494	0.473214
ENSMUSG00000042211	Fbxo38	-0.049162772884039	0.2145555
ENSMUSG00000024091	Vapa	-0.0491470104105597	0.654234
ENSMUSG00000027522	Stx16	-0.0490520081387741	0.530280499999999
ENSMUSG00000030727	Rabep2	-0.0489650085211784	0.02240445
ENSMUSG00000028691	Prdx1	-0.04882230426603	0.629099
ENSMUSG00000061273	Mmgt1	-0.0487574084787572	0.5580505
ENSMUSG00000044475	Ascc1	-0.0486233081004548	0.09480465
ENSMUSG00000032462	Pik3cb	-0.0485517480915509	0.1785215
ENSMUSG00000009378	Slc16a12	-0.0484897556097255	0.274938
ENSMUSG00000056941	Commd7	-0.0484718448465735	0.1731971
ENSMUSG00000041328	Pcf11	-0.0484323332576192	0.59967
ENSMUSG00000028394	Pole3	-0.0483413457969144	0.440083
ENSMUSG00000028962	Slc4a2	-0.048160065226039	0.209069
ENSMUSG00000000326	Comt	-0.048156448728838	0.581134
ENSMUSG00000045205	Dpy19l4	-0.0481025837716696	0.0469313
ENSMUSG00000014294	Ndufa2	-0.0480645029615031	0.7073225
ENSMUSG00000061046	Haghl	-0.0480103025039235	0.366832
ENSMUSG00000059669	Taf1b	-0.0479178326562382	0.1831895
ENSMUSG00000005687	Bcas2	-0.0478983271264134	0.3603565
ENSMUSG00000022195	6030458C11Rik	-0.0477592713187474	0.1910095
ENSMUSG00000035885	Cox8a	-0.0477131872090147	0.6597
ENSMUSG00000038070	Cntln	-0.0476190087499285	0.026184
ENSMUSG00000034075	Zdhhc5	-0.047607944484429	0.4513065
ENSMUSG00000047213	Ythdf3	-0.0475474542550698	0.668894
ENSMUSG00000040021	Lats1	-0.0474419920450583	0.5704885
ENSMUSG00000019370	Calm3	-0.0473579987876967	0.613038
ENSMUSG00000062963	Ufc1	-0.0471549167761395	0.585113
ENSMUSG00000038646	Ramac	-0.0471467077549488	0.649231
ENSMUSG00000035235	Trim13	-0.0471324193996733	0.459674999999999
ENSMUSG00000052997	Uba2	-0.0470163917297314	0.299668
ENSMUSG00000030704	Rab6a	-0.0469829364234148	0.532709
ENSMUSG00000009630	Ppp2cb	-0.0469446928058825	0.561739999999999
ENSMUSG00000047409	Ctdspl	-0.0468875059783573	0.45053
ENSMUSG00000025162	Csnk1d	-0.046864748591858	0.670047
ENSMUSG00000019577	Pdk4	-0.0467768392573797	0.3699745
ENSMUSG00000026723	Trdmt1	-0.0466699030156339	0.2183425
ENSMUSG00000031198	Fundc2	-0.0465981812263108	0.52162
ENSMUSG00000031971	Ccsap	-0.046543857014184	0.3373755
ENSMUSG00000050144	Slc25a44	-0.0464979175425088	0.5158105
ENSMUSG00000020523	Fam114a2	-0.0464696669706447	0.229473999999999
ENSMUSG00000065990	Aurkaip1	-0.046466883236395	0.577998999999999
ENSMUSG00000021911	Parg	-0.0463520325912075	0.0696584
ENSMUSG00000039067	Psmd7	-0.0463451628923619	0.4053685
ENSMUSG00000070420	Zscan25	-0.0462816898960816	0.4730495
ENSMUSG00000048782	Insc	-0.0462373881854707	0.0
ENSMUSG00000040297	Suco	-0.046193180159988	0.3087305
ENSMUSG00000037643	Prkci	-0.0461698890318729	0.312525
ENSMUSG00000006019	Dhx34	-0.0461675936976352	0.0124141
ENSMUSG00000035048	Anapc13	-0.0461420328120522	0.3446495
ENSMUSG00000006576	Slc4a3	-0.0461125023865884	0.3798325
ENSMUSG00000039001	Rps21	-0.0461078235389191	0.6000935
ENSMUSG00000026634	Angel2	-0.0460730239371249	0.3182465
ENSMUSG00000018932	Map2k3	-0.0459637552077623	0.393787
ENSMUSG00000024068	Spast	-0.0459621594531579	0.255165
ENSMUSG00000037341	Slc9a7	-0.0459256328695023	0.266146
ENSMUSG00000045973	Slc25a51	-0.0459226009280162	0.675413
ENSMUSG00000026411	Tmem9	-0.045862732290152	0.14906425
ENSMUSG00000064120	Mocs1	-0.0458099382422131	0.0530398
ENSMUSG00000030180	Kdm5a	-0.0456625487213637	0.342997499999999
ENSMUSG00000026048	Ercc5	-0.0453604618590141	0.2165465
ENSMUSG00000031907	Zfp90	-0.045232215373669	0.2641945
ENSMUSG00000021250	Fos	-0.0448905556176143	0.322843
ENSMUSG00000040857	Erf	-0.0448621352558718	0.778564
ENSMUSG00000039221	Rpl22l1	-0.0448259220861984	0.5163395
ENSMUSG00000021905	Dph3	-0.044813905882227	0.4028855
ENSMUSG00000057156	Homez	-0.0448108398976635	0.134478
ENSMUSG00000024331	Dsc2	-0.0447263254502827	0.1688855
ENSMUSG00000037029	Zfp146	-0.0446743875987136	0.738741
ENSMUSG00000058407	Txndc9	-0.0446278584969266	0.3475405
ENSMUSG00000050538	B230217C12Rik	-0.0446219722259714	0.101506
ENSMUSG00000100826	Snhg14	-0.0445004944624867	0.0
ENSMUSG00000025151	Maged1	-0.0444769386947119	0.435606999999999
ENSMUSG00000021621	Zcchc9	-0.044468777126543	0.312539
ENSMUSG00000023952	Gtpbp2	-0.0444538529041714	0.41168
ENSMUSG00000026970	Rbms1	-0.0444436730280729	0.5990215
ENSMUSG00000021557	Agtpbp1	-0.0444034312025117	0.1122657
ENSMUSG00000029629	Phf14	-0.0442969752515651	0.2132445
ENSMUSG00000019054	Fis1	-0.0442667484355843	0.416705
ENSMUSG00000035171	1110059E24Rik	-0.04422281886814	0.432804
ENSMUSG00000038412	Higd1a	-0.0441995645616827	0.538061
ENSMUSG00000032235	Ice2	-0.0441986946571231	0.169903499999999
ENSMUSG00000029119	Man2b2	-0.0440666014918531	0.0079636
ENSMUSG00000016921	Srsf6	-0.0438070871053984	0.729621
ENSMUSG00000024026	Glo1	-0.0437365348807158	0.10958365
ENSMUSG00000053436	Mapk14	-0.0436813186484928	0.3906845
ENSMUSG00000048807	Slc35e4	-0.0436532084925611	0.415227499999999
ENSMUSG00000025169	Ogfod3	-0.0436449762346832	0.02333985
ENSMUSG00000075040	Zfp408	-0.0435474141801256	0.5157605
ENSMUSG00000037286	Stag1	-0.0435328101387057	0.267067999999999
ENSMUSG00000012076	Brms1l	-0.04334314396976	0.2423305
ENSMUSG00000061758	Akr1b10	-0.0433121793573215	0.189585999999999
ENSMUSG00000037134	Prmt9	-0.0432089265314286	0.29588
ENSMUSG00000026655	Fam107b	-0.0431068927040803	0.07130685
ENSMUSG00000001569	Nom1	-0.0429703189437907	0.1041201
ENSMUSG00000015247	Nipsnap3b	-0.0429651919699307	0.00255375
ENSMUSG00000067367	Lyar	-0.0428855731883273	0.1596445
ENSMUSG00000033434	Gtpbp6	-0.0428591546068761	0.5425055
ENSMUSG00000034902	Pip5k1c	-0.0428515312226183	0.3677025
ENSMUSG00000054414	Slc30a7	-0.0427410720225875	0.1608415
ENSMUSG00000020955	Ap4s1	-0.0427125328409726	0.333194
ENSMUSG00000040560	Wdr7	-0.042689587504343	0.0226972
ENSMUSG00000032547	Ryk	-0.0425980964276552	0.381214999999999
ENSMUSG00000036309	Skp1a	-0.0425581685565251	0.556681
ENSMUSG00000055865	Tafa3	-0.0425307399598968	0.01253895
ENSMUSG00000075327	Zbtb2	-0.0424501185571063	0.4661025
ENSMUSG00000037818	Abhd18	-0.042444532851328	0.0845241499999999
ENSMUSG00000040236	Trappc5	-0.0423833522817121	0.6298165
ENSMUSG00000049321	Zfp2	-0.0419534554937856	0.0515355
ENSMUSG00000039233	Tbce	-0.0418249753457319	0.207364
ENSMUSG00000020677	Ddx52	-0.0418179905125881	0.04534645
ENSMUSG00000066149	Cdc26	-0.0417890262409582	0.4094005
ENSMUSG00000030682	Cdipt	-0.0417768499886014	0.325414
ENSMUSG00000020514	Mrpl22	-0.0417512480511641	0.175775
ENSMUSG00000039745	Htatip2	-0.04168417345653	0.0537985
ENSMUSG00000045411	2410002F23Rik	-0.0416617001554106	0.6432655
ENSMUSG00000046836	Brox	-0.0416250909072007	0.18159
ENSMUSG00000042035	Igsf3	-0.0415904204635422	0.540912
ENSMUSG00000042380	Smim12	-0.0415833732928283	0.5671885
ENSMUSG00000071302	2610044O15Rik8	-0.0415689206835119	0.374259
ENSMUSG00000029559	2210016L21Rik	-0.0415060268673278	0.224823
ENSMUSG00000004947	Dtx2	-0.0414951227122448	0.380190999999999
ENSMUSG00000039840	Epg5	-0.0414508068144268	0.02606965
ENSMUSG00000020085	Aifm2	-0.041444723089964	0.192912
ENSMUSG00000024238	Zeb1	-0.0413333340011482	0.571301499999999
ENSMUSG00000019777	Hdac2	-0.0412815517821666	0.4883165
ENSMUSG00000046441	Cmtr2	-0.0412629118352587	0.2844595
ENSMUSG00000022442	Ttll1	-0.0412230180911153	0.14947455
ENSMUSG00000086040	Wipf3	-0.0411963550231872	0.0764094
ENSMUSG00000099083	Atf7	-0.0411961121452328	0.324756999999999
ENSMUSG00000058833	Rex1bd	-0.0411165827986998	0.3557495
ENSMUSG00000049672	Zbtb14	-0.0410956872429208	0.412147
ENSMUSG00000027620	Rbm39	-0.0410918191772856	0.6556515
ENSMUSG00000031392	Irak1	-0.0410186923335135	0.13403275
ENSMUSG00000032393	Dpp8	-0.0409736243991766	0.08997175
ENSMUSG00000034412	Tbc1d10a	-0.0408749648858238	0.251662999999999
ENSMUSG00000033819	Ppp1r16a	-0.0408533768643837	0.489723
ENSMUSG00000013465	Nelfb	-0.0408401224196868	0.332399
ENSMUSG00000022999	Lmbr1l	-0.040826138656644	0.282885
ENSMUSG00000022853	Ehhadh	-0.0406453705396234	0.04221185
ENSMUSG00000037216	Lipt1	-0.040643367419545	0.375974
ENSMUSG00000072772	Grcc10	-0.0406262499558206	0.1211222
ENSMUSG00000033739	Fkbpl	-0.0406255840662881	0.4762975
ENSMUSG00000032121	Tmem218	-0.040592923078609	0.230215999999999
ENSMUSG00000038515	Grtp1	-0.040552976658681	0.1390257
ENSMUSG00000025262	Fam120c	-0.0405413587561267	0.0910955
ENSMUSG00000026003	Acadl	-0.0404696790669088	0.5722435
ENSMUSG00000054893	Zfp667	-0.040201645041916	0.0019714
ENSMUSG00000031029	Eif3f	-0.0400749594620851	0.3155825
ENSMUSG00000056204	Pgpep1	-0.0400735174511511	0.444532
ENSMUSG00000053617	Sh3pxd2a	-0.0400296917713947	0.488356
ENSMUSG00000031783	Polr2c	-0.0400065187267496	0.227744999999999
ENSMUSG00000071037	Camkmt	-0.0399624997389963	0.00671535
ENSMUSG00000021254	Gpatch2l	-0.0399057163875037	0.3289605
ENSMUSG00000028800	Hdac1	-0.0397129949846452	0.3271515
ENSMUSG00000034175	Rhbdd3	-0.0397119931138262	0.2973635
ENSMUSG00000029705	Cux1	-0.0396280207121576	0.477790999999999
ENSMUSG00000034867	Ankrd27	-0.0396138021274037	0.031746
ENSMUSG00000033933	Vhl	-0.0395320235929631	0.4269055
ENSMUSG00000038615	Nfe2l1	-0.0394817395669632	0.6921545
ENSMUSG00000029726	Mepce	-0.0393170183619143	0.494696
ENSMUSG00000035762	Tmem161b	-0.0392059532205955	0.4316145
ENSMUSG00000079509	Zfx	-0.0391600655151008	0.733951999999999
ENSMUSG00000034673	Pbx2	-0.0390687610148602	0.3885085
ENSMUSG00000032911	Cspg4	-0.0390451162095077	0.4939575
ENSMUSG00000026309	Ilkap	-0.0389544999644366	0.5029855
ENSMUSG00000033182	Kbtbd12	-0.038904693387402	0.0366341
ENSMUSG00000061244	Exoc5	-0.0388508921580293	0.1974295
ENSMUSG00000032418	Me1	-0.0387314439127128	0.1211218
ENSMUSG00000045932	Ifit2	-0.0385037949684335	0.3209205
ENSMUSG00000036822	Topors	-0.0384706783892474	0.7074635
ENSMUSG00000116852	1700102H20Rik	-0.0384123633631307	0.251839
ENSMUSG00000027076	Timm10	-0.0383884156694917	0.7252095
ENSMUSG00000043923	Ccdc84	-0.0383668275301707	0.381227
ENSMUSG00000020121	Srgap1	-0.038164257366093	0.09092635
ENSMUSG00000005779	Psmb4	-0.0381607405737352	0.5557685
ENSMUSG00000051373	Plpp7	-0.0381594433240637	0.5879485
ENSMUSG00000008730	Hipk1	-0.0381558786874547	0.4841255
ENSMUSG00000032435	Dync1li1	-0.0381413815274862	0.498746999999999
ENSMUSG00000076051	Mir707	-0.0381340163198407	0.527397
ENSMUSG00000002409	Dyrk1b	-0.0379518973992817	0.271978
ENSMUSG00000021038	Vipas39	-0.0378065942866055	0.138158
ENSMUSG00000017858	Ift52	-0.0378045602099306	0.0876753
ENSMUSG00000031925	Maml2	-0.0376335228518981	0.2778795
ENSMUSG00000036099	Vezt	-0.0374680011101046	0.2044015
ENSMUSG00000053441	Adamts19	-0.0374607965962093	0.0534765
ENSMUSG00000029440	Psmd9	-0.037437833732803	0.00800305
ENSMUSG00000089662	Gm14057	-0.0374144745512388	0.13278
ENSMUSG00000025451	Paip1	-0.0373754836852287	0.449524
ENSMUSG00000002897	Il17ra	-0.0373241412938	0.161271499999999
ENSMUSG00000021774	Ube2e1	-0.0372654363362123	0.448278
ENSMUSG00000028521	Slc35d1	-0.0372560144543626	0.09391
ENSMUSG00000028249	Sdcbp	-0.0370347277778009	0.4223475
ENSMUSG00000117310	Ptp4a1	-0.0370025258479207	0.5174255
ENSMUSG00000028164	Manba	-0.0369644698182008	0.342553
ENSMUSG00000022663	Atg3	-0.0369374242196907	0.267292
ENSMUSG00000041530	Ago1	-0.0368885035504146	0.2312195
ENSMUSG00000007950	Abhd8	-0.0366042990886656	0.4087185
ENSMUSG00000018189	Uchl5	-0.0365962892927337	0.182265
ENSMUSG00000039285	Azi2	-0.0365448991555707	0.237677499999999
ENSMUSG00000038127	Ccdc50	-0.0364967704692548	0.258421499999999
ENSMUSG00000034379	Wdr5b	-0.0362729178492347	0.5591455
ENSMUSG00000022668	Gtpbp8	-0.0362488954383198	0.3006465
ENSMUSG00000031609	Sap30	-0.0361278719323558	0.686457499999999
ENSMUSG00000031913	Vps4a	-0.0360345636187487	0.323827
